Species, Wavelength, Priority
"V I", 4449.573, 1
"V I", 4452.006, 1
"V I", 4457.755, 1
"V I", 4459.752, 1
"V I", 4460.331, 1
"V I", 4462.36, 1
"V I", 4468.002, 1
"V I", 4468.755, 1
"V I", 4469.706, 1
"V I", 4474.041, 1
"V I", 4474.713, 1
"V I", 4488.888, 1
"V I", 4491.164, 1
"V I", 4501.954, 1
"V I", 4506.573, 1
"V I", 4524.21, 1
"V I", 4540.005, 1
"V I", 4545.393, 1
"V I", 4551.842, 1
"V I", 4560.716, 1
"V I", 4570.424, 1
"V I", 4571.784, 1
"V I", 4577.178, 1
"V I", 4578.729, 1
"V I", 4580.404, 1
"V I", 4586.369, 1
"V I", 4591.225, 1
"V I", 4594.12, 1
"V I", 4606.151, 1
"V I", 4609.649, 1
"V I", 4619.778, 1
"V I", 4624.407, 1
"V I", 4635.172, 1
"V I", 4640.067, 1
"V I", 4640.735, 1
"V I", 4646.396, 1
"V I", 4699.318, 1
"V I", 4710.551, 1
"V I", 4721.249, 1
"V I", 4721.512, 1
"V I", 4722.871, 1
"V I", 4723.438, 1
"V I", 4730.386, 1
"V I", 4742.621, 1
"V I", 4746.627, 1
"V I", 4748.521, 1
"V I", 4750.977, 1
"V I", 4751.565, 1
"V I", 4758.751, 1
"V I", 4766.618, 1
"V I", 4776.359, 1
"V I", 4784.469, 1
"V I", 4796.917, 1
"V I", 4807.525, 1
"V I", 4827.451, 1
"V I", 4831.644, 1
"V I", 4832.421, 1
"V I", 4851.489, 1
"V I", 4862.611, 1
"V I", 4864.734, 1
"V I", 4875.486, 1
"V I", 4881.554, 1
"V I", 4894.211, 1
"V I", 4900.626, 1
"V I", 4904.86, 1
"V I", 4906.683, 1
"V I", 4925.657, 1
"V I", 5002.322, 1
"V I", 5014.625, 1
"V I", 5176.769, 1
"V I", 5234.082, 1
"V I", 5240.868, 1
"V I", 5401.924, 1
"V I", 5434.185, 1
"V I", 5458.112, 1
"V I", 5487.91, 1
"V I", 5504.865, 1
"V I", 5507.754, 1
"V I", 5533.839, 1
"V I", 5542.71, 1
"V I", 5545.913, 1
"V I", 5547.059, 1
"V I", 5557.453, 1
"V I", 5558.753, 1
"V I", 5560.547, 1
"V I", 5561.679, 1
"V I", 5574.003, 1
"V I", 5576.505, 1
"V I", 5584.496, 1
"V I", 5585.997, 1
"V I", 5592.415, 1
"V I", 5592.956, 1
"V I", 5604.196, 1
"V I", 5604.944, 1
"V I", 5622.069, 1
"V I", 5624.871, 1
"V I", 5626.017, 1
"V I", 5627.629, 1
"V I", 5632.465, 1
"V I", 5635.504, 1
"V I", 5646.108, 1
"V I", 5656.878, 1
"V I", 5657.438, 1
"V I", 5668.361, 1
"V I", 5670.846, 1
"V I", 5698.529, 1
"V I", 5703.584, 1
"V I", 5706.997, 1
"V I", 5725.637, 1
"V I", 5727.044, 1
"V I", 5727.655, 1
"V I", 5731.248, 1
"V I", 5733.091, 1
"V I", 5734.008, 1
"V I", 5737.065, 1
"V I", 5743.433, 1
"V I", 5748.886, 1
"V I", 5750.646, 1
"V I", 5752.74, 1
"V I", 5761.413, 1
"V I", 5772.408, 1
"V I", 5776.66, 1
"V I", 5782.609, 1
"V I", 5783.501, 1
"V I", 5784.381, 1
"V I", 5786.139, 1
"V I", 5788.546, 1
"V I", 5807.099, 1
"V I", 5817.493, 1
"V I", 5830.671, 1
"V I", 5846.257, 1
"V I", 5850.331, 1
"V I", 6002.31, 1
"V I", 6002.62, 1
"V I", 6017.96, 1
"V I", 6039.73, 1
"V I", 6058.09, 1
"V I", 6081.44, 1
"V I", 6087.49, 1
"V I", 6090.21, 1
"V I", 6104.65, 1
"V I", 6106.97, 1
"V I", 6110.21, 1
"V I", 6111.65, 1
"V I", 6119.53, 1
"V I", 6128.33, 1
"V I", 6135.06, 1
"V I", 6135.36, 1
"V I", 6150.16, 1
"V I", 6170.37, 1
"V I", 6189.37, 1
"V I", 6199.19, 1
"V I", 6213.87, 1
"V I", 6216.37, 1
"V I", 6218.27, 1
"V I", 6224.5, 1
"V I", 6233.19, 1
"V I", 6240.14, 1
"V I", 6242.83, 1
"V I", 6243.11, 1
"V I", 6245.22, 1
"V I", 6251.82, 1
"V I", 6256.9, 1
"V I", 6266.32, 1
"V I", 6268.82, 1
"V I", 6274.65, 1
"V I", 6285.16, 1
"V I", 6292.83, 1
"V I", 6296.5, 1
"V I", 6324.67, 1
"V I", 6326.84, 1
"V I", 6349.48, 1
"V I", 6357.29, 1
"V I", 6379.35, 1
"V I", 6430.47, 1
"V I", 6433.16, 1
"V I", 6452.34, 1
"V I", 6466.99, 1
"V I", 6488.05, 1
"V I", 6504.16, 1
"V I", 6531.41, 1
"V I", 6543.5, 1
"V I", 6565.9, 1
"V I", 6578.96, 1
"V I", 6605.96, 1
"V I", 6607.83, 1
"V I", 6624.85, 1
"V I", 6753.02, 1
"V I", 6766.55, 1
"V I", 6785.01, 1
"V I", 6812.41, 1
"V I", 7338.93, 1
"V I", 7356.51, 1
"V I", 7363.21, 1
"V I", 8027.34, 1
"V I", 8093.5, 1
"V I", 8116.76, 1
"V I", 8144.57, 1
"V I", 8161.07, 1
"V I", 8187.29, 1
"V I", 8203.0, 1
"V I", 8241.54, 1
"V I", 8253.56, 1
"V I", 8255.9, 1
"V I", 8919.83, 1
"V I", 8932.95, 1
"V I", 8971.62, 1
"V I", 9037.64, 1
"V I", 9046.72, 1
"V I", 9085.26, 1
"Fe I", 3726.927, 1
"Fe I", 3727.093, 1
"Fe I", 3727.619, 1
"Fe I", 3727.809, 1
"Fe I", 3728.668, 1
"Fe I", 3728.972, 1
"Fe I", 3729.34, 1
"Fe I", 3730.386, 1
"Fe I", 3730.946, 1
"Fe I", 3731.374, 1
"Fe I", 3732.396, 1
"Fe I", 3733.318, 1
"Fe I", 3734.863, 1
"Fe I", 3735.324, 1
"Fe I", 3737.132, 1
"Fe I", 3738.305, 1
"Fe I", 3738.5, 1
"Fe I", 3739.116, 1
"Fe I", 3739.314, 1
"Fe I", 3739.523, 1
"Fe I", 3740.059, 1
"Fe I", 3740.24, 1
"Fe I", 3741.475, 1
"Fe I", 3742.141, 1
"Fe I", 3742.616, 1
"Fe I", 3742.944, 1
"Fe I", 3743.362, 1
"Fe I", 3743.776, 1
"Fe I", 3744.103, 1
"Fe I", 3745.561, 1
"Fe I", 3745.899, 1
"Fe I", 3746.478, 1
"Fe I", 3746.927, 1
"Fe I", 3748.262, 1
"Fe I", 3748.965, 1
"Fe I", 3749.486, 1
"Fe I", 3750.682, 1
"Fe I", 3751.09, 1
"Fe I", 3751.822, 1
"Fe I", 3752.415, 1
"Fe I", 3752.855, 1
"Fe I", 3753.138, 1
"Fe I", 3753.611, 1
"Fe I", 3754.5, 1
"Fe I", 3756.068, 1
"Fe I", 3756.938, 1
"Fe I", 3757.455, 1
"Fe I", 3758.233, 1
"Fe I", 3759.597, 1
"Fe I", 3760.05, 1
"Fe I", 3760.532, 1
"Fe I", 3761.061, 1
"Fe I", 3762.204, 1
"Fe I", 3763.789, 1
"Fe I", 3764.208, 1
"Fe I", 3765.539, 1
"Fe I", 3765.7, 1
"Fe I", 3766.089, 1
"Fe I", 3766.659, 1
"Fe I", 3767.192, 1
"Fe I", 3768.027, 1
"Fe I", 3769.988, 1
"Fe I", 3770.302, 1
"Fe I", 3770.405, 1
"Fe I", 3771.492, 1
"Fe I", 3773.359, 1
"Fe I", 3773.692, 1
"Fe I", 3774.824, 1
"Fe I", 3775.854, 1
"Fe I", 3776.455, 1
"Fe I", 3777.066, 1
"Fe I", 3777.33, 1
"Fe I", 3777.449, 1
"Fe I", 3778.315, 1
"Fe I", 3778.509, 1
"Fe I", 3778.693, 1
"Fe I", 3779.203, 1
"Fe I", 3779.459, 1
"Fe I", 3781.186, 1
"Fe I", 3781.606, 1
"Fe I", 3781.94, 1
"Fe I", 3782.117, 1
"Fe I", 3782.449, 1
"Fe I", 3782.609, 1
"Fe I", 3785.707, 1
"Fe I", 3785.787, 1
"Fe I", 3785.948, 1
"Fe I", 3786.168, 1
"Fe I", 3786.677, 1
"Fe I", 3786.811, 1
"Fe I", 3787.164, 1
"Fe I", 3787.881, 1
"Fe I", 3789.176, 1
"Fe I", 3789.438, 1
"Fe I", 3789.574, 1
"Fe I", 3789.819, 1
"Fe I", 3790.093, 1
"Fe I", 3790.239, 1
"Fe I", 3790.496, 1
"Fe I", 3790.655, 1
"Fe I", 3790.754, 1
"Fe I", 3791.506, 1
"Fe I", 3791.742, 1
"Fe I", 3792.155, 1
"Fe I", 3792.827, 1
"Fe I", 3793.354, 1
"Fe I", 3793.481, 1
"Fe I", 3793.872, 1
"Fe I", 3794.34, 1
"Fe I", 3795.002, 1
"Fe I", 3795.532, 1
"Fe I", 3796.006, 1
"Fe I", 3796.896, 1
"Fe I", 3797.515, 1
"Fe I", 3797.949, 1
"Fe I", 3798.511, 1
"Fe I", 3799.548, 1
"Fe I", 3801.336, 1
"Fe I", 3801.679, 1
"Fe I", 3801.809, 1
"Fe I", 3801.984, 1
"Fe I", 3802.279, 1
"Fe I", 3803.242, 1
"Fe I", 3804.01, 1
"Fe I", 3804.611, 1
"Fe I", 3804.792, 1
"Fe I", 3805.343, 1
"Fe I", 3806.217, 1
"Fe I", 3806.696, 1
"Fe I", 3807.537, 1
"Fe I", 3808.281, 1
"Fe I", 3808.729, 1
"Fe I", 3809.04, 1
"Fe I", 3809.151, 1
"Fe I", 3809.564, 1
"Fe I", 3810.756, 1
"Fe I", 3810.906, 1
"Fe I", 3811.035, 1
"Fe I", 3811.804, 1
"Fe I", 3811.891, 1
"Fe I", 3812.964, 1
"Fe I", 3813.635, 1
"Fe I", 3813.933, 1
"Fe I", 3814.523, 1
"Fe I", 3814.779, 1
"Fe I", 3815.84, 1
"Fe I", 3816.34, 1
"Fe I", 3816.908, 1
"Fe I", 3817.451, 1
"Fe I", 3817.639, 1
"Fe I", 3818.618, 1
"Fe I", 3819.493, 1
"Fe I", 3820.425, 1
"Fe I", 3821.177, 1
"Fe I", 3821.834, 1
"Fe I", 3824.075, 1
"Fe I", 3824.444, 1
"Fe I", 3825.403, 1
"Fe I", 3825.881, 1
"Fe I", 3826.626, 1
"Fe I", 3826.842, 1
"Fe I", 3827.572, 1
"Fe I", 3827.823, 1
"Fe I", 3828.151, 1
"Fe I", 3830.758, 1
"Fe I", 3830.862, 1
"Fe I", 3833.308, 1
"Fe I", 3834.223, 1
"Fe I", 3836.331, 1
"Fe I", 3836.915, 1
"Fe I", 3837.135, 1
"Fe I", 3839.256, 1
"Fe I", 3839.63, 1
"Fe I", 3840.437, 1
"Fe I", 3841.048, 1
"Fe I", 3842.896, 1
"Fe I", 3842.989, 1
"Fe I", 3843.257, 1
"Fe I", 3845.192, 1
"Fe I", 3845.695, 1
"Fe I", 3845.985, 1
"Fe I", 3846.283, 1
"Fe I", 3846.41, 1
"Fe I", 3846.8, 1
"Fe I", 3846.934, 1
"Fe I", 3848.289, 1
"Fe I", 3849.967, 1
"Fe I", 3850.818, 1
"Fe I", 3852.573, 1
"Fe I", 3853.457, 1
"Fe I", 3854.367, 1
"Fe I", 3855.845, 1
"Fe I", 3856.372, 1
"Fe I", 3859.212, 1
"Fe I", 3859.911, 1
"Fe I", 3861.341, 1
"Fe I", 3863.729, 1
"Fe I", 3865.523, 1
"Fe I", 3867.216, 1
"Fe I", 3867.921, 1
"Fe I", 3868.232, 1
"Fe I", 3869.591, 1
"Fe I", 3871.748, 1
"Fe I", 3872.501, 1
"Fe I", 3872.921, 1
"Fe I", 3873.761, 1
"Fe I", 3874.054, 1
"Fe I", 3876.04, 1
"Fe I", 3876.67, 1
"Fe I", 3878.018, 1
"Fe I", 3878.573, 1
"Fe I", 3883.28, 1
"Fe I", 3884.359, 1
"Fe I", 3885.511, 1
"Fe I", 3885.75, 1
"Fe I", 3886.282, 1
"Fe I", 3887.048, 1
"Fe I", 3888.514, 1
"Fe I", 3888.822, 1
"Fe I", 3889.92, 1
"Fe I", 3890.396, 1
"Fe I", 3890.84, 1
"Fe I", 3891.927, 1
"Fe I", 3892.302, 1
"Fe I", 3892.982, 1
"Fe I", 3893.309, 1
"Fe I", 3893.39, 1
"Fe I", 3893.912, 1
"Fe I", 3894.49, 1
"Fe I", 3895.44, 1
"Fe I", 3895.656, 1
"Fe I", 3896.63, 1
"Fe I", 3897.448, 1
"Fe I", 3897.89, 1
"Fe I", 3898.009, 1
"Fe I", 3899.029, 1
"Fe I", 3899.707, 1
"Fe I", 3902.946, 1
"Fe I", 3903.898, 1
"Fe I", 3904.082, 1
"Fe I", 3905.009, 1
"Fe I", 3905.183, 1
"Fe I", 3906.48, 1
"Fe I", 3906.747, 1
"Fe I", 3906.963, 1
"Fe I", 3907.465, 1
"Fe I", 3907.675, 1
"Fe I", 3907.934, 1
"Fe I", 3909.657, 1
"Fe I", 3909.829, 1
"Fe I", 3910.844, 1
"Fe I", 3910.999, 1
"Fe I", 3911.699, 1
"Fe I", 3913.632, 1
"Fe I", 3914.5, 1
"Fe I", 3916.731, 1
"Fe I", 3917.18, 1
"Fe I", 3918.315, 1
"Fe I", 3918.415, 1
"Fe I", 3918.641, 1
"Fe I", 3919.065, 1
"Fe I", 3920.258, 1
"Fe I", 3920.646, 1
"Fe I", 3920.837, 1
"Fe I", 3921.272, 1
"Fe I", 3922.912, 1
"Fe I", 3925.201, 1
"Fe I", 3925.533, 1
"Fe I", 3925.644, 1
"Fe I", 3925.941, 1
"Fe I", 3926.013, 1
"Fe I", 3927.92, 1
"Fe I", 3928.083, 1
"Fe I", 3929.116, 1
"Fe I", 3929.208, 1
"Fe I", 3930.297, 1
"Fe I", 3930.876, 1
"Fe I", 3931.117, 1
"Fe I", 3932.627, 1
"Fe I", 3935.307, 1
"Fe I", 3935.812, 1
"Fe I", 3937.328, 1
"Fe I", 3938.021, 1
"Fe I", 3940.043, 1
"Fe I", 3940.877, 1
"Fe I", 3941.183, 1
"Fe I", 3941.275, 1
"Fe I", 3942.364, 1
"Fe I", 3942.44, 1
"Fe I", 3943.165, 1
"Fe I", 3943.341, 1
"Fe I", 3943.575, 1
"Fe I", 3944.739, 1
"Fe I", 3944.889, 1
"Fe I", 3945.117, 1
"Fe I", 3946.995, 1
"Fe I", 3947.379, 1
"Fe I", 3947.531, 1
"Fe I", 3948.097, 1
"Fe I", 3948.276, 1
"Fe I", 3948.775, 1
"Fe I", 3949.229, 1
"Fe I", 3949.953, 1
"Fe I", 3950.138, 1
"Fe I", 3950.781, 1
"Fe I", 3951.163, 1
"Fe I", 3951.638, 1
"Fe I", 3952.601, 1
"Fe I", 3952.696, 1
"Fe I", 3953.151, 1
"Fe I", 3953.512, 1
"Fe I", 3953.857, 1
"Fe I", 3954.713, 1
"Fe I", 3955.214, 1
"Fe I", 3955.341, 1
"Fe I", 3955.769, 1
"Fe I", 3955.955, 1
"Fe I", 3956.455, 1
"Fe I", 3956.676, 1
"Fe I", 3958.399, 1
"Fe I", 3958.739, 1
"Fe I", 3959.453, 1
"Fe I", 3960.279, 1
"Fe I", 3961.14, 1
"Fe I", 3962.352, 1
"Fe I", 3962.722, 1
"Fe I", 3963.1, 1
"Fe I", 3963.432, 1
"Fe I", 3964.515, 1
"Fe I", 3965.509, 1
"Fe I", 3966.062, 1
"Fe I", 3966.5, 1
"Fe I", 3966.63, 1
"Fe I", 3969.257, 1
"Fe I", 3970.389, 1
"Fe I", 3971.323, 1
"Fe I", 3971.811, 1
"Fe I", 3972.916, 1
"Fe I", 3973.649, 1
"Fe I", 3974.381, 1
"Fe I", 3974.758, 1
"Fe I", 3975.206, 1
"Fe I", 3975.841, 1
"Fe I", 3976.385, 1
"Fe I", 3976.613, 1
"Fe I", 3976.861, 1
"Fe I", 3977.166, 1
"Fe I", 3977.743, 1
"Fe I", 3978.456, 1
"Fe I", 3979.641, 1
"Fe I", 3980.008, 1
"Fe I", 3980.65, 1
"Fe I", 3981.104, 1
"Fe I", 3981.771, 1
"Fe I", 3983.35, 1
"Fe I", 3983.518, 1
"Fe I", 3983.956, 1
"Fe I", 3984.934, 1
"Fe I", 3985.316, 1
"Fe I", 3985.387, 1
"Fe I", 3986.172, 1
"Fe I", 3986.301, 1
"Fe I", 3989.241, 1
"Fe I", 3990.373, 1
"Fe I", 3992.39, 1
"Fe I", 3992.634, 1
"Fe I", 3993.106, 1
"Fe I", 3993.617, 1
"Fe I", 3994.0, 1
"Fe I", 3994.113, 1
"Fe I", 3995.204, 1
"Fe I", 3995.983, 1
"Fe I", 3996.26, 1
"Fe I", 3996.778, 1
"Fe I", 3996.964, 1
"Fe I", 3997.392, 1
"Fe I", 3997.484, 1
"Fe I", 3998.053, 1
"Fe I", 4000.252, 1
"Fe I", 4000.457, 1
"Fe I", 4001.662, 1
"Fe I", 4002.661, 1
"Fe I", 4003.761, 1
"Fe I", 4004.827, 1
"Fe I", 4004.978, 1
"Fe I", 4005.241, 1
"Fe I", 4005.386, 1
"Fe I", 4005.482, 1
"Fe I", 4006.157, 1
"Fe I", 4006.311, 1
"Fe I", 4006.624, 1
"Fe I", 4006.761, 1
"Fe I", 4007.272, 1
"Fe I", 4009.542, 1
"Fe I", 4009.713, 1
"Fe I", 4010.177, 1
"Fe I", 4010.749, 1
"Fe I", 4010.948, 1
"Fe I", 4011.408, 1
"Fe I", 4011.711, 1
"Fe I", 4011.889, 1
"Fe I", 4012.149, 1
"Fe I", 4013.64, 1
"Fe I", 4013.803, 1
"Fe I", 4014.265, 1
"Fe I", 4014.531, 1
"Fe I", 4015.606, 1
"Fe I", 4016.419, 1
"Fe I", 4016.539, 1
"Fe I", 4017.083, 1
"Fe I", 4017.149, 1
"Fe I", 4017.462, 1
"Fe I", 4018.268, 1
"Fe I", 4019.042, 1
"Fe I", 4020.02, 1
"Fe I", 4020.484, 1
"Fe I", 4021.603, 1
"Fe I", 4021.866, 1
"Fe I", 4022.213, 1
"Fe I", 4022.449, 1
"Fe I", 4022.736, 1
"Fe I", 4024.096, 1
"Fe I", 4024.725, 1
"Fe I", 4028.776, 1
"Fe I", 4029.629, 1
"Fe I", 4030.185, 1
"Fe I", 4030.488, 1
"Fe I", 4030.89, 1
"Fe I", 4031.24, 1
"Fe I", 4031.728, 1
"Fe I", 4031.961, 1
"Fe I", 4032.456, 1
"Fe I", 4032.628, 1
"Fe I", 4033.187, 1
"Fe I", 4033.648, 1
"Fe I", 4035.25, 1
"Fe I", 4035.594, 1
"Fe I", 4035.98, 1
"Fe I", 4036.366, 1
"Fe I", 4036.552, 1
"Fe I", 4037.136, 1
"Fe I", 4038.622, 1
"Fe I", 4038.79, 1
"Fe I", 4039.938, 1
"Fe I", 4040.095, 1
"Fe I", 4040.638, 1
"Fe I", 4041.271, 1
"Fe I", 4041.649, 1
"Fe I", 4041.91, 1
"Fe I", 4042.75, 1
"Fe I", 4043.896, 1
"Fe I", 4043.977, 1
"Fe I", 4044.491, 1
"Fe I", 4044.544, 1
"Fe I", 4044.609, 1
"Fe I", 4045.112, 1
"Fe I", 4045.594, 1
"Fe I", 4045.812, 1
"Fe I", 4046.062, 1
"Fe I", 4046.46, 1
"Fe I", 4047.304, 1
"Fe I", 4049.327, 1
"Fe I", 4050.674, 1
"Fe I", 4051.905, 1
"Fe I", 4052.013, 1
"Fe I", 4052.295, 1
"Fe I", 4052.44, 1
"Fe I", 4052.69, 1
"Fe I", 4053.273, 1
"Fe I", 4054.177, 1
"Fe I", 4054.454, 1
"Fe I", 4054.806, 1
"Fe I", 4054.869, 1
"Fe I", 4055.036, 1
"Fe I", 4055.98, 1
"Fe I", 4056.345, 1
"Fe I", 4057.344, 1
"Fe I", 4057.655, 1
"Fe I", 4058.217, 1
"Fe I", 4058.46, 1
"Fe I", 4058.754, 1
"Fe I", 4059.714, 1
"Fe I", 4061.096, 1
"Fe I", 4061.955, 1
"Fe I", 4062.441, 1
"Fe I", 4063.276, 1
"Fe I", 4063.594, 1
"Fe I", 4064.05, 1
"Fe I", 4064.449, 1
"Fe I", 4065.381, 1
"Fe I", 4066.585, 1
"Fe I", 4066.768, 1
"Fe I", 4066.974, 1
"Fe I", 4067.271, 1
"Fe I", 4067.487, 1
"Fe I", 4067.605, 1
"Fe I", 4067.978, 1
"Fe I", 4069.068, 1
"Fe I", 4069.61, 1
"Fe I", 4070.01, 1
"Fe I", 4070.422, 1
"Fe I", 4070.771, 1
"Fe I", 4071.52, 1
"Fe I", 4071.738, 1
"Fe I", 4072.333, 1
"Fe I", 4072.502, 1
"Fe I", 4073.762, 1
"Fe I", 4074.683, 1
"Fe I", 4074.786, 1
"Fe I", 4075.937, 1
"Fe I", 4076.218, 1
"Fe I", 4076.49, 1
"Fe I", 4076.629, 1
"Fe I", 4076.8, 1
"Fe I", 4076.881, 1
"Fe I", 4078.354, 1
"Fe I", 4078.822, 1
"Fe I", 4079.168, 1
"Fe I", 4079.838, 1
"Fe I", 4080.209, 1
"Fe I", 4080.877, 1
"Fe I", 4082.108, 1
"Fe I", 4083.549, 1
"Fe I", 4083.763, 1
"Fe I", 4084.491, 1
"Fe I", 4085.004, 1
"Fe I", 4085.303, 1
"Fe I", 4085.984, 1
"Fe I", 4087.094, 1
"Fe I", 4087.789, 1
"Fe I", 4088.557, 1
"Fe I", 4089.217, 1
"Fe I", 4090.072, 1
"Fe I", 4090.326, 1
"Fe I", 4090.769, 1
"Fe I", 4090.953, 1
"Fe I", 4091.553, 1
"Fe I", 4092.277, 1
"Fe I", 4092.506, 1
"Fe I", 4094.422, 1
"Fe I", 4095.346, 1
"Fe I", 4095.97, 1
"Fe I", 4096.107, 1
"Fe I", 4096.21, 1
"Fe I", 4096.69, 1
"Fe I", 4096.95, 1
"Fe I", 4097.017, 1
"Fe I", 4097.083, 1
"Fe I", 4098.175, 1
"Fe I", 4099.983, 1
"Fe I", 4100.167, 1
"Fe I", 4100.347, 1
"Fe I", 4100.737, 1
"Fe I", 4101.261, 1
"Fe I", 4101.685, 1
"Fe I", 4103.613, 1
"Fe I", 4103.833, 1
"Fe I", 4104.134, 1
"Fe I", 4104.46, 1
"Fe I", 4104.77, 1
"Fe I", 4104.941, 1
"Fe I", 4106.259, 1
"Fe I", 4106.423, 1
"Fe I", 4107.488, 1
"Fe I", 4107.75, 1
"Fe I", 4108.133, 1
"Fe I", 4109.056, 1
"Fe I", 4109.802, 1
"Fe I", 4112.089, 1
"Fe I", 4112.319, 1
"Fe I", 4112.935, 1
"Fe I", 4114.445, 1
"Fe I", 4114.938, 1
"Fe I", 4115.881, 1
"Fe I", 4116.952, 1
"Fe I", 4117.853, 1
"Fe I", 4118.545, 1
"Fe I", 4118.887, 1
"Fe I", 4119.394, 1
"Fe I", 4120.206, 1
"Fe I", 4121.803, 1
"Fe I", 4122.515, 1
"Fe I", 4123.747, 1
"Fe I", 4124.487, 1
"Fe I", 4125.231, 1
"Fe I", 4125.617, 1
"Fe I", 4125.88, 1
"Fe I", 4126.183, 1
"Fe I", 4126.854, 1
"Fe I", 4127.608, 1
"Fe I", 4127.798, 1
"Fe I", 4129.461, 1
"Fe I", 4130.037, 1
"Fe I", 4131.75, 1
"Fe I", 4131.936, 1
"Fe I", 4132.058, 1
"Fe I", 4132.533, 1
"Fe I", 4132.701, 1
"Fe I", 4132.899, 1
"Fe I", 4133.855, 1
"Fe I", 4134.203, 1
"Fe I", 4134.336, 1
"Fe I", 4134.42, 1
"Fe I", 4134.677, 1
"Fe I", 4135.769, 1
"Fe I", 4136.521, 1
"Fe I", 4136.998, 1
"Fe I", 4137.419, 1
"Fe I", 4137.967, 1
"Fe I", 4138.839, 1
"Fe I", 4139.927, 1
"Fe I", 4140.24, 1
"Fe I", 4140.402, 1
"Fe I", 4141.863, 1
"Fe I", 4142.589, 1
"Fe I", 4143.415, 1
"Fe I", 4143.497, 1
"Fe I", 4143.868, 1
"Fe I", 4145.199, 1
"Fe I", 4146.064, 1
"Fe I", 4147.342, 1
"Fe I", 4147.49, 1
"Fe I", 4147.668, 1
"Fe I", 4149.365, 1
"Fe I", 4149.497, 1
"Fe I", 4149.761, 1
"Fe I", 4150.25, 1
"Fe I", 4150.448, 1
"Fe I", 4151.761, 1
"Fe I", 4151.945, 1
"Fe I", 4152.069, 1
"Fe I", 4152.169, 1
"Fe I", 4153.387, 1
"Fe I", 4153.9, 1
"Fe I", 4154.099, 1
"Fe I", 4154.499, 1
"Fe I", 4154.806, 1
"Fe I", 4155.915, 1
"Fe I", 4156.323, 1
"Fe I", 4156.454, 1
"Fe I", 4156.671, 1
"Fe I", 4156.799, 1
"Fe I", 4157.78, 1
"Fe I", 4158.366, 1
"Fe I", 4158.792, 1
"Fe I", 4160.333, 1
"Fe I", 4160.552, 1
"Fe I", 4160.777, 1
"Fe I", 4161.077, 1
"Fe I", 4161.484, 1
"Fe I", 4163.676, 1
"Fe I", 4164.782, 1
"Fe I", 4165.388, 1
"Fe I", 4167.859, 1
"Fe I", 4167.955, 1
"Fe I", 4168.615, 1
"Fe I", 4168.941, 1
"Fe I", 4169.09, 1
"Fe I", 4169.756, 1
"Fe I", 4170.902, 1
"Fe I", 4171.041, 1
"Fe I", 4171.69, 1
"Fe I", 4171.899, 1
"Fe I", 4172.081, 1
"Fe I", 4172.573, 1
"Fe I", 4172.641, 1
"Fe I", 4172.745, 1
"Fe I", 4172.962, 1
"Fe I", 4173.315, 1
"Fe I", 4173.472, 1
"Fe I", 4173.921, 1
"Fe I", 4174.402, 1
"Fe I", 4174.913, 1
"Fe I", 4175.636, 1
"Fe I", 4175.899, 1
"Fe I", 4176.566, 1
"Fe I", 4176.864, 1
"Fe I", 4177.083, 1
"Fe I", 4177.594, 1
"Fe I", 4178.051, 1
"Fe I", 4179.365, 1
"Fe I", 4180.41, 1
"Fe I", 4181.187, 1
"Fe I", 4181.55, 1
"Fe I", 4181.754, 1
"Fe I", 4182.382, 1
"Fe I", 4182.758, 1
"Fe I", 4183.006, 1
"Fe I", 4184.892, 1
"Fe I", 4185.661, 1
"Fe I", 4185.794, 1
"Fe I", 4187.039, 1
"Fe I", 4187.587, 1
"Fe I", 4187.795, 1
"Fe I", 4188.327, 1
"Fe I", 4188.731, 1
"Fe I", 4189.556, 1
"Fe I", 4191.431, 1
"Fe I", 4191.676, 1
"Fe I", 4191.974, 1
"Fe I", 4192.375, 1
"Fe I", 4193.604, 1
"Fe I", 4194.493, 1
"Fe I", 4195.329, 1
"Fe I", 4195.618, 1
"Fe I", 4196.208, 1
"Fe I", 4196.531, 1
"Fe I", 4197.097, 1
"Fe I", 4197.38, 1
"Fe I", 4198.304, 1
"Fe I", 4198.528, 1
"Fe I", 4198.634, 1
"Fe I", 4199.095, 1
"Fe I", 4199.361, 1
"Fe I", 4199.983, 1
"Fe I", 4200.778, 1
"Fe I", 4200.925, 1
"Fe I", 4202.03, 1
"Fe I", 4202.331, 1
"Fe I", 4202.753, 1
"Fe I", 4203.568, 1
"Fe I", 4203.961, 1
"Fe I", 4205.539, 1
"Fe I", 4206.697, 1
"Fe I", 4207.127, 1
"Fe I", 4208.604, 1
"Fe I", 4209.83, 1
"Fe I", 4210.344, 1
"Fe I", 4213.419, 1
"Fe I", 4213.647, 1
"Fe I", 4214.352, 1
"Fe I", 4215.968, 1
"Fe I", 4216.184, 1
"Fe I", 4217.545, 1
"Fe I", 4218.208, 1
"Fe I", 4219.387, 1
"Fe I", 4219.731, 1
"Fe I", 4220.049, 1
"Fe I", 4220.342, 1
"Fe I", 4222.213, 1
"Fe I", 4223.233, 1
"Fe I", 4223.729, 1
"Fe I", 4224.171, 1
"Fe I", 4224.299, 1
"Fe I", 4224.513, 1
"Fe I", 4225.454, 1
"Fe I", 4225.713, 1
"Fe I", 4225.956, 1
"Fe I", 4226.424, 1
"Fe I", 4227.427, 1
