Wavelength, Species, Priority
3675.4429, Fe1, 0.786
3675.6811, Fe1, 0.746
3675.6993, V1, 0.491
3675.7551, Fe1, 0.686
3676.3106, Fe1, 0.938
3676.313, Cr1, 0.632
3676.3551, Fe1, 0.692
3676.36, Tb2, 0.362
3676.5543, Co1, 0.826
3676.59, Dy2, 0.378
3676.627, Sc2, 0.238
3676.7041, V1, 0.358
3676.8063, Fe1, 0.656
3676.8725, Fe1, 0.862
3676.9506, Mn1, 0.373
3677.3055, Fe1, 0.901
3677.3458, Fe1, 0.54
3677.4534, Fe1, 0.919
3677.5033, Fe1, 0.886
3677.6276, Fe1, 0.956
3677.667, Cr2, 0.866
3677.8457, Cr2, 0.866
3677.882, Cr2, 0.835
3677.9963, Co1, 0.34
3678.2137, Ca1, 0.74
3678.2272, Ca1, 0.232
3678.8389, Fe1, 0.758
3678.8581, Fe1, 0.469
3678.86, Fe1, 0.93
3678.878, Zr2, 0.415
3678.9679, Fe1, 0.651
3678.9968, Fe1, 0.872
3679.161, Fe1, 0.411
3679.6775, Ti2, 0.833
3679.913, Fe1, 0.984
3679.9497, Fe1, 0.225
3680.1128, V1, 0.385
3680.3401, Fe1, 0.861
3680.3785, Fe1, 0.828
3680.657, Fe1, 0.891
3680.6996, Fe1, 0.837
3680.7386, Fe1, 0.458
3680.7844, Fe1, 0.905
3680.9398, Fe1, 0.764
3681.2246, Fe1, 0.901
3681.6438, Fe1, 0.873
3681.689, Cr1, 0.448
3681.8722, Fe1, 0.829
3682.0263, Fe1, 0.697
3682.0787, Mn1, 0.335
3682.1671, Fe1, 0.911
3682.2104, Fe1, 0.951
3682.212, Fe1, 0.685
3682.2441, Fe1, 0.938
3682.489, CH1, 0.275
3682.653, CH1, 0.297
3682.662, Zr2, 0.369
3682.7375, Fe1, 0.85
3683.0496, Co1, 0.858
3683.0543, Fe1, 0.979
3683.1142, V1, 0.716
3683.462, Pb1, 0.572
3683.5824, Fe1, 0.817
3683.6114, Fe1, 0.888
3683.6287, Fe1, 0.819
3683.7541, Fe1, 0.217
3684.1072, Fe1, 0.952
3684.1373, Fe1, 0.894
3684.224, Cr2, 0.476
3684.4777, Co1, 0.574
3684.5616, Fe1, 0.382
3684.9581, Co1, 0.229
3685.1809, Ti2, 0.977
3685.1964, Ti2, 0.978
3685.4957, Fe1, 0.786
3685.533, Cr1, 0.682
3685.765, Nd2, 0.628
3685.9527, Ti1, 0.547
3685.9968, Fe1, 0.951
3686.2571, V1, 0.264
3686.2578, Fe1, 0.914
3686.6198, Fe1, 0.817
3686.6645, Cr2, 0.389
3686.6887, Fe1, 0.711
3686.751, Cr1, 0.233
3686.788, Cr1, 0.663
3686.868, Cr1, 0.266
3687.048, Cr1, 0.216
3687.0964, Fe1, 0.923
3687.2371, Cr1, 0.567
3687.238, Cr1, 0.632
3687.284, Nd2, 0.376
3687.32, Cr1, 0.542
3687.3393, Ti1, 0.439
3687.4358, Cu1, 0.24
3687.4562, Fe1, 0.983
3687.4827, V1, 0.423
3687.521, Cr1, 0.597
3687.6578, Fe1, 0.933
3687.752, Gd2, 0.371
3688.0682, V1, 0.823
3688.4135, Ni1, 0.958
3688.4605, Fe1, 0.896
3688.801, Fe1, 0.9
3688.8655, Fe1, 0.872
3689.0009, Fe1, 0.718
3689.0091, Fe1, 0.875
3689.0761, Fe1, 0.723
3689.3153, Ni1, 0.581
3689.369, Fe1, 0.876
3689.4577, Fe1, 0.95
3689.4773, Fe1, 0.873
3689.687, Nd2, 0.352
3689.8676, Fe1, 0.868
3689.9074, Fe1, 0.866
3689.9138, Ti1, 0.866
3690.2794, V1, 0.795
3690.336, Pd1, 0.286
3690.4547, Fe1, 0.892
3690.7141, Co1, 0.733
3690.7267, Fe1, 0.917
3690.9505, Fe1, 0.346
3691.1742, Fe1, 0.559
3692.2194, V1, 0.841
3692.358, Rh1, 0.435
3692.6479, Fe1, 0.694
3692.649, Er2, 0.795
3692.8104, Mn1, 0.407
3693.0264, Fe1, 0.9
3693.079, Cr1, 0.277
3693.1098, Co1, 0.796
3693.1224, Fe1, 0.651
3693.363, Co1, 0.473
3693.378, CH1, 0.278
3693.476, Co1, 0.771
3693.491, CH1, 0.297
3693.6645, Mn1, 0.711
3693.7752, Fe1, 0.8
3693.9338, Ni1, 0.929
3693.9895, Sm2, 0.297
3694.0058, Fe1, 0.953
3694.0469, Fe1, 0.452
3694.1915, Yb2, 0.913
3694.4213, Fe1, 0.427
3694.4408, Ti1, 0.64
3694.4557, Fe1, 0.489
3694.81, Dy2, 0.656
3695.0513, Fe1, 0.937
3695.0524, Fe1, 0.869
3695.0688, Fe1, 0.272
3695.1144, Ti2, 0.239
3695.3349, Fe1, 0.655
3695.3391, V1, 0.469
3695.5146, Fe1, 0.798
3695.6048, Fe1, 0.348
3695.8647, V1, 0.824
3696.0326, Fe1, 0.514
3696.2916, Ni1, 0.424
3696.3623, Ti2, 0.499
3696.5491, Mn1, 0.721
3696.6508, Ni1, 0.671
3696.8311, Fe1, 0.305
3696.9079, Ni1, 0.689
3697.4252, Fe1, 0.932
3697.457, Zr2, 0.794
3697.5012, Fe1, 0.321
3697.528, Nd2, 0.353
3697.5358, Fe1, 0.84
3697.733, Gd2, 0.435
3697.9932, Cr2, 0.434
3698.0263, Fe1, 0.843
3698.0657, Fe1, 0.856
3698.152, Zr2, 0.842
3698.1569, Fe1, 0.859
3698.1736, Ti1, 0.365
3698.6027, Fe1, 0.89
3698.7557, Fe1, 0.699
3699.0134, Fe1, 0.345
3699.1387, Fe1, 0.895
3699.737, Gd2, 0.282
3699.8174, Fe1, 0.759
3700.0417, Ti1, 0.342
3700.046, Fe1, 0.372
3700.1245, V2, 0.3
3700.2915, Mn1, 0.309
3700.3462, V2, 0.638
3700.5988, Fe1, 0.636
3700.9665, V2, 0.203
3700.9685, Fe1, 0.289
3701.0858, Fe1, 0.954
3701.1216, Ni1, 0.856
3701.219, Fe1, 0.483
3701.526, Ti1, 0.231
3701.726, Mn1, 0.637
3702.0292, Fe1, 0.911
3702.241, Co1, 0.814
3702.289, Ti1, 0.645
3702.3179, Fe1, 0.364
3702.4719, Fe1, 0.278
3702.4918, Fe1, 0.891
3702.85, Tb2, 0.338
3702.9842, Ti1, 0.264
3703.2027, Fe1, 0.407
3703.4293, Fe1, 0.67
3703.5476, Fe1, 0.91
3703.5678, V1, 0.883
3703.5839, Fe1, 0.928
3703.6907, Fe1, 0.921
3703.819, V2, 0.345
3703.8212, Fe1, 0.906
3703.853, H1, 0.247
3703.93, Tb2, 0.2
3704.014, Fe1, 0.835
3704.0604, Co1, 0.922
3704.2921, Ti1, 0.712
3704.3445, Fe1, 0.254
3704.4607, Fe1, 0.946
3704.6999, V1, 0.856
3704.7926, Fe1, 0.267
3705.0332, V1, 0.785
3705.2594, Fe1, 0.638
3705.5485, Fe1, 0.518
3705.5654, Fe1, 0.983
3705.6977, Fe1, 0.853
3705.82, La2, 0.246
3706.024, Ca2, 0.956
3706.05, CH1, 0.294
3706.065, CH1, 0.278
3706.0719, Mn1, 0.719
3706.1478, Fe1, 0.776
3706.2165, Ti2, 0.915
3707.0371, Fe1, 0.916
3707.0456, Fe1, 0.949
3707.309, Fe1, 0.757
3707.341, Fe1, 0.687
3707.4556, Fe1, 0.893
3707.4653, Co1, 0.471
3707.4785, Ti1, 0.314
3707.5238, Ti1, 0.228
3707.5297, Ti1, 0.254
3707.5638, Fe1, 0.886
3707.6694, Fe1, 0.499
3707.8139, Fe1, 0.745
3707.8218, Fe1, 0.979
3707.9194, Fe1, 0.967
3708.5919, Fe1, 0.41
3708.6017, Fe1, 0.862
3708.6318, Ti1, 0.248
3708.66, Sm2, 0.213
3708.8222, Co1, 0.843
3709.1825, Cr2, 0.233
3709.2461, Fe1, 0.982
3709.266, Zr2, 0.835
3709.287, Ce2, 0.351
3709.5336, Fe1, 0.916
3709.6654, Fe1, 0.894
3709.929, Ce2, 0.476
3709.9563, Ti1, 0.801
3710.2872, Y2, 0.953
3710.4707, Fe1, 0.61
3710.881, Ti1, 0.259
3711.1185, V2, 0.336
3711.2224, Fe1, 0.926
3711.298, Fe1, 0.655
3711.4079, Fe1, 0.909
3711.6447, Co1, 0.257
3711.7646, Ni1, 0.226
3711.894, Zr2, 0.256
3711.971, H1, 0.306
3712.0795, Fe1, 0.554
3712.3871, Fe2, 0.203
3712.704, Gd2, 0.454
3712.8924, Cr2, 0.767
3712.9296, Cr2, 0.878
3713.3381, Ni1, 0.695
3713.54, La2, 0.406
3713.689, Nd2, 0.381
3713.7006, Ni1, 0.812
3714.188, Nd2, 0.325
3714.777, Zr2, 0.714
3714.8033, Nd2, 0.259
3715.041, Nd2, 0.235
3715.1719, Cr2, 0.83
3715.367, Ti1, 0.38
3715.408, Cr2, 0.375
3715.4638, V2, 0.878
3715.5035, Ni1, 0.609
3715.676, Nd2, 0.381
3715.9111, Fe1, 0.924
3716.362, Gd2, 0.311
3716.366, Ce2, 0.537
3716.4018, Ni1, 0.47
3716.4418, Fe1, 0.944
3716.4566, Fe1, 0.53
3716.4815, Fe1, 0.461
3716.5254, Cr1, 0.493
3716.9273, Ti1, 0.359
3717.009, Zr2, 0.269
3717.1847, Fe1, 0.669
3717.2564, Ti1, 0.234
3717.3912, Ti1, 0.872
3717.7045, Fe1, 0.323
3717.7264, Fe1, 0.486
3717.8296, Fe1, 0.711
3717.9483, Ca1, 0.474
3718.1145, Ni1, 0.241
3718.1399, Fe1, 0.228
3718.1508, V2, 0.588
3718.3782, Ce2, 0.271
3718.4063, Fe1, 0.916
3718.83, Zr2, 0.36
3718.88, Sm2, 0.273
3718.905, Pd1, 0.217
3718.9261, Mn1, 0.639
3719.273, Hf2, 0.202
3719.45, Ni1, 0.356
3719.452, Gd2, 0.227
3719.5606, Fe1, 0.472
3719.8304, Fe1, 0.366
3719.9344, Fe1, 0.983
3720.154, CH1, 0.287
3720.1689, Fe2, 0.238
3720.227, CH1, 0.273
3720.3798, Ti1, 0.261
3720.8272, Fe1, 0.562
3721.1844, Fe1, 0.856
3721.2716, Fe1, 0.919
3721.2723, Fe1, 0.752
3721.339, Nd2, 0.345
3721.3931, Fe1, 0.921
3721.5023, Fe1, 0.921
3721.56, Fe1, 0.722
3721.6001, Fe1, 0.89
3721.6006, Ni1, 0.319
3721.6363, Ti2, 0.951
3721.939, H1, 0.367
3722.0234, Fe1, 0.859
3722.1315, V2, 0.318
3722.229, Fe1, 0.719
3722.2401, Fe1, 0.312
3722.439, Nd2, 0.214
3722.4879, Ni1, 0.958
3722.5627, Fe1, 0.983
3722.5696, Ti1, 0.869
3722.7509, Fe1, 0.492
3723.3936, Ni1, 0.296
3723.5, Nd2, 0.346
3723.6022, Ti2, 0.69
3724.0021, Fe1, 0.599
3724.0841, Ti2, 0.754
3724.3731, Fe1, 0.718
3724.3768, Fe1, 0.954
3724.4087, Fe1, 0.476
3724.45, Dy2, 0.306
3724.5685, Ti1, 0.839
3724.7366, Ni1, 0.367
3724.8195, Ni1, 0.751
3724.87, Nd2, 0.215
3724.92, Eu2, 0.479
3724.941, Eu2, 0.504
3725.1524, Ti1, 0.829
3725.2842, Ti1, 0.478
3725.3056, Fe2, 0.27
3725.4908, Fe1, 0.861
3725.6442, Fe1, 0.722
3725.8668, Fe1, 0.392
3726.0156, Ni1, 0.226
3726.6535, Co1, 0.693
3726.6619, Fe1, 0.495
3726.8287, Fe1, 0.555
3726.8961, Fe1, 0.895
3726.924, Ru1, 0.606
3726.9261, Fe1, 0.938
3727.092, Fe1, 0.931
3727.3412, V2, 0.863
3727.37, Cr2, 0.219
3727.5283, Fe1, 0.78
3727.6187, Fe1, 0.982
3727.6734, Fe1, 0.906
3727.711, Zr2, 0.418
3727.8088, Fe1, 0.923
3728.018, Ce2, 0.222
3728.025, Ru1, 0.749
3728.0436, Fe1, 0.77
3728.1255, Nd2, 0.368
3728.3417, V2, 0.582
3728.417, Ce2, 0.393
3728.47, Sm2, 0.267
3728.6643, Fe1, 0.636
3728.6675, Fe1, 0.9
3728.891, Mn1, 0.61
3728.9212, Ni1, 0.696
3728.965, Fe1, 0.791
3729.524, Er2, 0.37
3729.722, Zr2, 0.412
3729.8065, Ti1, 0.936
3730.0112, Ni1, 0.617
3730.3045, Fe1, 0.783
3730.3136, Fe1, 0.47
3730.3862, Fe1, 0.922
3730.431, Ru1, 0.444
3730.4604, Fe1, 0.89
3730.4779, Co1, 0.852
3730.518, Fe1, 0.496
3730.5653, Fe1, 0.426
3730.577, Nd2, 0.376
3730.5838, Fe1, 0.264
3730.6074, Ca1, 0.707
3730.748, Ni1, 0.85
3730.802, Cr1, 0.862
3730.8028, Fe1, 0.69
3730.85, Gd2, 0.299
3730.9084, Fe1, 0.328
3730.946, Fe1, 0.916
3731.1503, Fe1, 0.221
3731.17, Ni1, 0.514
3731.2445, Fe1, 0.249
3731.26, Zr2, 0.574
3731.26, Sm2, 0.414
3731.261, Co1, 0.207
3731.3732, Fe1, 0.907
3731.5835, Fe1, 0.256
3731.6287, Fe1, 0.475
3731.9287, Mn1, 0.612
3731.9693, V2, 0.249
3732.028, Cr1, 0.879
3732.1296, Fe1, 0.267
3732.3961, Fe1, 0.964
3732.3979, Co1, 0.879
3732.6504, Fe1, 0.59
3732.7476, V2, 0.867
3732.751, Nd2, 0.252
3733.1914, Fe1, 0.877
3733.3171, Fe1, 0.982
3733.486, Co1, 0.837
3733.7711, Ti1, 0.394
3733.8308, Cr1, 0.294
3734.1413, Co1, 0.548
3734.368, H1, 0.435
3734.4875, Cr1, 0.4
3734.7014, Co1, 0.247
3734.8635, Fe1, 0.983
3734.9585, Fe1, 0.808
3735.156, V2, 0.293
3735.3236, Fe1, 0.943
3735.535, Nd2, 0.571
3735.6607, Ti1, 0.411
3735.8938, Fe1, 0.207
3735.9264, Co1, 0.799
3735.97, Sm2, 0.342
3736.0141, V2, 0.331
3736.81, Ni1, 0.962
3736.8955, Mn1, 0.373
3736.9017, Ca2, 0.961
3737.1312, Fe1, 0.983
3737.7125, Fe1, 0.249
3738.06, Nd2, 0.414
3738.123, Zr2, 0.221
3738.3048, Fe1, 0.937
3738.3564, Cr2, 0.751
3738.5001, Fe1, 0.807
3738.992, Ti1, 0.452
3739.1152, Fe1, 0.874
3739.1198, Sm2, 0.391
3739.1765, Fe1, 0.303
3739.19, Sm2, 0.213
3739.221, Ni1, 0.945
3739.3138, Fe1, 0.88
3739.5227, Fe1, 0.909
3739.5956, Ti2, 0.336
3739.7784, Ni1, 0.772
3740.0586, Fe1, 0.73
3740.0646, Fe1, 0.475
3740.239, Fe1, 0.912
3740.3231, Fe1, 0.337
3741.0588, Ti1, 0.94
3741.28, Sm2, 0.231
3741.42, Nd2, 0.333
3741.4739, Fe1, 0.747
3741.5546, Fe2, 0.65
3741.6383, Ti2, 0.942
3742.0722, Fe1, 0.686
3742.1386, Fe1, 0.84
3742.28, Ru1, 0.286
3742.5581, Fe1, 0.859
3742.6165, Fe1, 0.915
3742.9461, Fe1, 0.79
3742.963, Cr1, 0.646
3743.0407, Cr1, 0.645
3743.2112, Fe1, 0.579
3743.3315, Ti1, 0.478
3743.3618, Fe1, 0.981
3743.4676, Fe1, 0.928
3743.47, Gd2, 0.627
3743.534, Cr1, 0.712
3743.573, Cr1, 0.85
3743.5972, V2, 0.573
3743.6121, Cr1, 0.635
3743.6501, Cr1, 0.842
3743.7765, Fe1, 0.832
3743.86, Sm2, 0.251
3743.877, Sm2, 0.203
3743.881, Cr1, 0.877
3744.082, Fe1, 0.548
3744.0875, Ni1, 0.296
3744.1006, Fe1, 0.789
3744.1023, Fe1, 0.919
3744.1635, Ni1, 0.588
3744.347, Cr1, 0.222
3744.491, Cr1, 0.671
3744.5458, Fe1, 0.509
3744.5588, Ni1, 0.809
3745.4707, Fe1, 0.923
3745.4971, Co1, 0.915
3745.5608, Fe1, 0.983
3745.61, Sm2, 0.255
3745.7992, V2, 0.858
3745.8991, Fe1, 0.982
3745.9316, Ni1, 0.243
3745.966, Zr2, 0.714
3746.2423, Fe1, 0.786
3746.4747, Fe1, 0.868
3746.562, Fe2, 0.721
3746.6149, Mn1, 0.25
3746.709, Ca1, 0.444
3746.9268, Fe1, 0.94
3746.927, Fe1, 0.933
3746.9955, Fe1, 0.856
3747.25, Cr1, 0.202
3747.5125, Fe1, 0.218
3747.5523, Y2, 0.854
3747.82, Dy2, 0.248
3748.003, Ti2, 0.807
3748.089, Ti1, 0.463
3748.1732, Fe1, 0.557
3748.209, Fe1, 0.835
3748.2618, Fe1, 0.982
3748.2854, Fe1, 0.801
3748.3486, Ca1, 0.688
3748.487, Fe2, 0.687
3748.4956, Fe1, 0.804
3748.606, Cr1, 0.687
3748.6654, Cr2, 0.681
3748.8889, Cr2, 0.43
3748.9056, Fe1, 0.809
3748.9645, Fe1, 0.935
3748.988, Cr1, 0.832
3749.027, Cr1, 0.705
3749.042, Ni1, 0.924
3749.4848, Fe1, 0.982
3749.9303, Co1, 0.793
3750.152, H1, 0.501
3750.291, Ca1, 0.736
3750.301, Nd2, 0.278
3750.3031, Ca1, 0.319
3750.642, Zr2, 0.423
3750.6805, Fe1, 0.805
3750.7635, Mn1, 0.367
3750.8677, V2, 0.842
3751.06, Fe1, 0.779
3751.0644, Fe1, 0.211
3751.0884, Fe1, 0.822
3751.1969, Ni1, 0.227
3751.2184, V2, 0.42
3751.59, Zr2, 0.829
3751.6281, Co1, 0.68
3751.821, Fe1, 0.849
3752.4064, Fe1, 0.803
3752.4151, Fe1, 0.904
3752.4955, Nd2, 0.358
3752.524, Os1, 0.264
3752.6759, Nd2, 0.291
3752.7461, Cr1, 0.225
3752.8304, Ni1, 0.595
3752.8556, Fe1, 0.741
3752.8583, Ti1, 0.946
3752.9883, Fe1, 0.761
3753.1375, Fe1, 0.834
3753.3352, Ca1, 0.768
3753.3521, Ca1, 0.318
3753.5, Dy2, 0.29
3753.6105, Fe1, 0.954
3753.633, Ti1, 0.882
3753.692, Dy2, 0.339
3754.3465, Co1, 0.31
3754.5002, Fe1, 0.88
3754.5659, Cr2, 0.696
3754.6527, Fe1, 0.794
3754.6791, Co2, 0.21
3754.8935, Fe1, 0.403
3755.5679, Fe2, 0.324
3755.822, Cr1, 0.499
3756.0675, Fe1, 0.894
3756.8694, Fe1, 0.538
3756.929, Zr2, 0.235
3756.9371, Fe1, 0.907
3757.17, Cr1, 0.591
3757.306, Ni1, 0.521
3757.37, Dy2, 0.616
3757.4537, Fe1, 0.855
3757.53, Sm2, 0.227
3757.661, Cr1, 0.814
3757.6849, Ti2, 0.924
3757.767, Zr2, 0.288
3757.81, Nd2, 0.213
3757.9646, Fe1, 0.377
3758.0254, Fe1, 0.827
3758.046, Cr1, 0.693
3758.1106, Fe1, 0.776
3758.2326, Fe1, 0.982
3758.7751, Fe1, 0.348
3758.93, Nd2, 0.372
3759.0641, Fe1, 0.816
3759.08, La2, 0.734
3759.1543, Fe1, 0.848
3759.2915, Ti2, 0.978
3759.4624, Fe2, 0.564
3759.5807, Fe1, 0.807
3759.6841, Co1, 0.322
3760.0493, Fe1, 0.946
3760.2208, V2, 0.673
3760.4019, Co1, 0.629
3760.5316, Fe1, 0.94
3760.71, Sm2, 0.327
3760.9756, Mn1, 0.306
3761.0622, Fe1, 0.701
3761.3206, Ti2, 0.978
3761.3325, Tm2, 0.248
3761.4082, Fe1, 0.889
3761.6637, Cr2, 0.516
3761.7166, Fe1, 0.631
3761.8505, Cr2, 0.486
3761.8573, Fe1, 0.264
3761.8721, Ti2, 0.825
3761.8887, Cr2, 0.298
3762.2033, Fe1, 0.857
3762.2949, Fe1, 0.655
3762.6131, Ni1, 0.757
3763.3692, Mn1, 0.329
3763.47, Nd2, 0.395
3763.5653, Fe1, 0.804
3763.7886, Fe1, 0.982
3764.0961, Fe2, 0.61
3764.115, Ce2, 0.336
3764.2081, Fe1, 0.955
3765.5383, Fe1, 0.954
3765.5857, Cr2, 0.594
3765.6451, Fe1, 0.695
3765.6582, Fe1, 0.202
3765.698, Fe1, 0.86
3766.0886, Fe1, 0.85
3766.2916, Fe1, 0.41
3766.4419, Ti1, 0.371
3766.585, Nd2, 0.258
3766.6583, Fe1, 0.877
3766.815, Zr2, 0.789
3767.1914, Fe1, 0.981
3767.425, Cr1, 0.34
3767.5928, Fe1, 0.289
3767.6215, Ca1, 0.499
3767.6356, Fe1, 0.656
3767.6782, Cr1, 0.614
3768.0035, Cr1, 0.669
3768.0266, Fe1, 0.921
3768.042, Cr1, 0.818
3768.064, Cr1, 0.723
3768.104, Cr1, 0.574
3768.104, Cr1, 0.208
3768.238, Cr1, 0.808
3768.396, Gd2, 0.717
3768.601, Cr1, 0.619
3768.7055, Fe1, 0.646
3768.733, Cr1, 0.648
3768.988, Cr1, 0.222
3769.4591, Ni2, 0.82
3769.63, Nd2, 0.231
3769.9867, Fe1, 0.918
3770.1481, Fe1, 0.295
3770.301, Fe1, 0.893
3770.38, Ti2, 0.351
3770.4045, Fe1, 0.852
3770.63, H1, 0.563
3770.9662, V2, 0.833
3771.4898, Fe1, 0.797
3771.491, Fe1, 0.798
3771.6504, Ti1, 0.885
3772.056, Zr2, 0.228
3772.5258, Ni1, 0.884
3772.5809, Fe1, 0.64
3772.9673, V2, 0.284
3773.2017, Fe1, 0.479
3773.3205, Ti1, 0.221
3773.3585, Fe1, 0.778
3773.6911, Fe1, 0.876
3773.748, Fe1, 0.323
3773.8866, Ni1, 0.47
3774.3298, Y2, 0.942
3774.4624, Fe1, 0.608
3774.591, Co1, 0.437
3774.6471, Ti2, 0.826
3774.8239, Fe1, 0.93
3774.8781, Fe1, 0.624
3775.5, Nd2, 0.401
3775.5708, Ni1, 0.972
3775.5851, Fe1, 0.221
3775.8536, Fe1, 0.813
3776.0534, Ti2, 0.859
3776.2145, Ni1, 0.304
3776.332, Nd2, 0.221
3776.4544, Fe1, 0.931
3776.531, Mn1, 0.236
3776.5573, Y2, 0.861
3776.7622, Ca1, 0.335
3777.0658, Fe1, 0.831
3777.318, Cr1, 0.387
3777.3307, Fe1, 0.799
3777.449, Fe1, 0.884
3777.5369, Co1, 0.407
3778.0592, Ni1, 0.873
3778.1621, Fe1, 0.495
3778.3145, Fe1, 0.85
3778.3435, V2, 0.668
3778.5088, Fe1, 0.888
3778.6771, V1, 0.513
3778.6961, Fe1, 0.899
3778.7931, Fe1, 0.906
3779.2009, Fe1, 0.885
3779.4158, Fe1, 0.866
3779.4534, Fe1, 0.865
3779.46, Nd2, 0.332
3779.5075, Fe1, 0.877
3779.5701, Fe2, 0.586
3780.38, Nd2, 0.289
3780.7875, Fe1, 0.24
3781.1861, Fe1, 0.903
3781.308, Nd2, 0.378
3781.5115, Fe2, 0.203
3781.6058, Fe1, 0.378
3781.6159, Ce2, 0.249
3781.9029, Fe1, 0.293
3781.9394, Fe1, 0.816
3782.1053, Ti1, 0.234
3782.1127, Fe1, 0.8
3782.4478, Fe1, 0.84
3782.5208, Ce2, 0.284
3782.6092, Fe1, 0.819
3783.0633, Fe1, 0.264
3783.3429, Fe2, 0.813
3783.5297, Ni1, 0.972
3783.762, Nd2, 0.259
3784.24, Nd2, 0.638
3784.2656, Fe1, 0.255
3784.714, Nd2, 0.233
3785.0141, Fe1, 0.228
3785.2083, Cr1, 0.21
3785.706, Fe1, 0.85
3785.7768, Fe1, 0.342
3785.7795, Fe1, 0.266
3785.7881, Fe1, 0.799
3785.9479, Fe1, 0.94
3786.0437, Ti1, 0.861
3786.1489, Fe1, 0.894
3786.18, Dy2, 0.477
3786.1869, Fe1, 0.919
3786.2544, Ti1, 0.216
3786.3232, Ti2, 0.827
3786.3656, Fe2, 0.202
3786.632, Ce2, 0.38
3786.6766, Fe1, 0.958
3786.836, Er2, 0.408
3787.0743, Ca1, 0.229
3787.1353, Fe1, 0.216
3787.1633, Fe1, 0.846
3787.2392, V2, 0.548
3787.5393, V1, 0.206
3787.571, Gd2, 0.207
3787.8799, Fe1, 0.979
3787.9351, Fe1, 0.474
3787.9734, Fe1, 0.373
3788.0383, Fe1, 0.637
3788.0586, Fe1, 0.704
3788.12, Sm2, 0.225
3788.4296, Fe1, 0.66
3788.44, Dy2, 0.373
3788.6935, Y2, 0.928
3788.746, Ce2, 0.256
3788.817, Ni1, 0.202
3788.86, Cr1, 0.636
3789.1755, Fe1, 0.904
3789.2939, Ti1, 0.651
3789.3065, Fe1, 0.897
3789.3066, Fe1, 0.3
3789.4715, Cr1, 0.242
3789.5104, Cr1, 0.272
3789.569, Mg1, 0.737
3789.5738, Fe1, 0.696
3789.725, Cr1, 0.436
3789.8161, Fe1, 0.83
3789.8192, Fe1, 0.849
3790.0927, Fe1, 0.97
3790.209, Mn1, 0.839
3790.222, Cr1, 0.422
3790.3237, V1, 0.62
3790.45, Cr1, 0.642
3790.4603, V1, 0.231
3790.4951, Fe1, 0.749
3790.515, Ru1, 0.327
3790.6536, Fe1, 0.855
3790.754, Fe1, 0.911
3790.83, La2, 0.793
3790.8934, Fe1, 0.254
3791.109, Fe1, 0.66
3791.1934, Cr1, 0.222
3791.375, Cr1, 0.709
3791.5053, Fe1, 0.866
3791.7417, Fe1, 0.828
3792.135, Cr1, 0.728
3792.1538, Fe1, 0.894
3792.304, Zr2, 0.279
3792.3385, Ni1, 0.905
3792.417, Cr1, 0.235
3792.8266, Fe1, 0.853
3793.163, Mg1, 0.737
3793.2838, Fe1, 0.335
3793.288, Cr1, 0.73
3793.3542, Fe1, 0.894
3793.4801, Fe1, 0.906
3793.5846, Fe1, 0.836
3793.6071, Ni1, 0.924
3793.8711, Fe1, 0.886
3793.873, Cr1, 0.734
3793.98, Sm2, 0.233
3794.3391, Fe1, 0.936
3794.3565, V2, 0.268
3794.609, Cr1, 0.673
3794.78, La2, 0.788
3794.9493, V1, 0.795
3795.002, Fe1, 0.98
3795.45, Nd2, 0.27
3795.5223, Ca1, 0.565
3795.5283, Fe1, 0.845
3795.7595, Tm2, 0.255
3795.8939, Ti1, 0.57
3796.0114, Fe1, 0.858
3796.384, Gd2, 0.647
3796.482, Zr2, 0.488
3796.73, Ho2, 0.367
3796.8815, Ti2, 0.848
3797.13, Cr1, 0.684
3797.169, Mg1, 0.736
3797.445, Fe1, 0.571
3797.4698, Cr1, 0.251
3797.5144, Fe1, 0.941
3797.716, Cr1, 0.804
3797.74, Sm2, 0.218
3797.898, H1, 0.606
3797.9488, Fe1, 0.861
3798.252, Mo1, 0.789
3798.3078, Ti1, 0.434
3798.3573, Fe2, 0.446
3798.5109, Fe1, 0.978
3798.5196, Fe1, 0.49
3798.5499, Cr1, 0.208
3798.5863, Fe2, 0.294
3798.898, Ru1, 0.482
3799.188, Pd1, 0.212
3799.2541, Mn1, 0.624
3799.349, Ru1, 0.616
3799.518, Nd2, 0.21
3799.5471, Fe1, 0.979
3799.5891, CN1, 0.203
3799.6591, CN1, 0.2
3799.7872, Ti2, 0.755
3799.9082, V1, 0.619
3800.124, Ir1, 0.226
3800.5459, Mn1, 0.481
3800.743, Zr2, 0.531
3800.8478, Ni1, 0.301
3801.011, Sn1, 0.23
3801.1621, Ti1, 0.24
3801.3036, CN1, 0.212
3801.3611, Fe1, 0.646
3801.3788, CN1, 0.21
3801.5258, Ce2, 0.54
3801.6792, Fe1, 0.911
3801.8086, Fe1, 0.879
3801.862, Mg1, 0.735
3801.8914, Mn1, 0.615
3801.9834, Fe1, 0.871
3802.008, Fe1, 0.696
3802.2778, Fe1, 0.856
3802.286, Nd2, 0.28
3802.9683, Fe1, 0.287
3803.012, CN1, 0.224
3803.0849, CN1, 0.221
3803.096, Ce2, 0.329
3803.2428, Fe1, 0.823
3803.2719, Fe1, 0.424
3803.47, Nd2, 0.416
3803.4774, V1, 0.691
3804.0089, Fe1, 0.868
3804.6083, Fe1, 0.509
