Wavelength, Species, Priority
6555.2923, 6-1_OH, 1.0
6555.4496, 6-1_OH, 1.0
6557.7997, 6-1_OH, 1.0
6559.0, 6-1_OH, 1.0
6562.8, HI_DN_350, 1.0
6568.7727, 6-1_OH, 1.0
6568.7856, 6-1_OH, 1.0
6576.149, 6-1_OH, 1.0
6577.1817, 6-1_OH, 1.0
6577.3868, 6-1_OH, 1.0
6578.439, 6-1_OH, 1.0
6580.0739, 6-1_OH, 1.0
6596.6081, 6-1_OH, 1.0
6596.6782, 6-1_OH, 1.0
6603.99, 6-1_OH, 1.0
6604.2801, 6-1_OH, 1.0
6627.5545, 6-1_OH, 1.0
6627.6924, 6-1_OH, 1.0
6634.0384, 6-1_OH, 1.0
6634.4232, 6-1_OH, 1.0
6661.6616, 6-1_OH, 1.0
6661.8778, 6-1_OH, 1.0
6667.3849, 6-1_OH, 1.0
6667.8723, 6-1_OH, 1.0
6678.1, He_I_DN_25, 1.0
6699.3003, 6-1_OH, 1.0
6704.0894, 6-1_OH, 1.0
6704.6864, 6-1_OH, 1.0
6716.4, SII_DN_6, 1.0
6730.8, SII_DN_8, 1.0
6827.4459, 7-2_OH, 1.0
6827.472, 7-2_OH, 1.0
6828.4681, 7-2_OH, 1.0
6828.4737, 7-2_OH, 1.0
6829.4743, 7-2_OH, 1.0
6829.5065, 7-2_OH, 1.0
6829.5331, 7-2_OH, 1.0
6829.5923, 7-2_OH, 1.0
6829.8984, 7-2_OH, 1.0
6829.9446, 7-2_OH, 1.0
6832.6235, 7-2_OH, 1.0
6832.6511, 7-2_OH, 1.0
6832.7996, 7-2_OH, 1.0
6832.8598, 7-2_OH, 1.0
6833.9977, 7-2_OH, 1.0
6834.0187, 7-2_OH, 1.0
6834.4181, 7-2_OH, 1.0
6834.4462, 7-2_OH, 1.0
6840.014, 7-2_OH, 1.0
6841.938, 7-2_OH, 1.0
6841.9516, 7-2_OH, 1.0
6862.6222, 7-2_OH, 1.0
6862.7386, 7-2_OH, 1.0
6863.9354, 7-2_OH, 1.0
6868.9707, 7-2_OH, 1.0
6868.2955, 7-2_OH, 1.0
6868.4895, 7-2_OH, 1.0
6870.9272, 7-2_OH, 1.0
6871.0589, 7-2_OH, 1.0
6877.6891, 7-2_OH, 1.0
6877.903, 7-2_OH, 1.0
6880.9355, 7-2_OH, 1.0
6881.2339, 7-2_OH, 1.0
